Id,Content
Main_LahaiRoi_3_1_18_3,"Chắc chắn rồi. Tấm thẻ đó chính là cứu cánh của cậu. Nó cho phép cậu truy cập vào các cổng, nhà ăn, thậm chí là vòi hoa sen nước nóng. Mất nó, cậu sẽ phải sống khổ sở đấy."
Main_LahaiRoi_3_1_18_5,"Vì bạn là một Synchronist, đây cũng là thẻ duy nhất được liên kết với buồng mô phỏng của bạn."
Main_LahaiRoi_3_1_18_4,"Mặc dù vậy, nếu bạn thấy không sao khi bỏ lỡ những tiện ích nhỏ này trong lúc chờ thay thế, thì tôi cho là cũng không tệ lắm."
Main_LahaiRoi_3_1_18_6,Buồng lái mô phỏng?
Main_LahaiRoi_3_1_18_7,"Mục tiêu của chúng ta với <te href=700008>Exostrider</te> là đối phó với Threnodian gây ra Bão Hư Không. Cậu biết về nó rồi, phải không?"
Main_LahaiRoi_3_1_18_8,"Exostrider... Ngay cả sau ngần ấy năm nghiên cứu, vẫn không ai biết nền văn minh nào đã chế tạo ra nó."
Main_LahaiRoi_3_1_18_11,Exostrider đang ở đâu?
Main_LahaiRoi_3_1_18_9,"Một số người cho rằng nó có cùng nguồn gốc với Sentinel, nhưng chưa có Sentinel nào xác nhận điều đó."
Main_LahaiRoi_3_1_18_10,(Cùng nguồn gốc với Sentinel sao? Tớ không cảm nhận được điều đó. Có lẽ nó ở quá xa?)
Main_LahaiRoi_3_1_18_13,Chúng ta đã thu thập đủ các bộ phận của Exostrider để chế tạo buồng mô phỏng độc quyền cho các Synchronist.
Main_LahaiRoi_3_1_18_14,"Với việc đào tạo và tinh chỉnh, bạn sẽ tăng tỷ lệ đồng bộ hóa với Exostrider. Đây sẽ là một trong những khóa học chính của bạn trong thời gian tới."
Main_LahaiRoi_3_1_18_12,"Không phải ở đây. Nhưng cậu đã thấy thanh kiếm khổng lồ đó, phải không? Đó là vũ khí của nó, giữ ""Aleph-1"" Threnodian bị giam cầm bên kia Stridergate."
Main_LahaiRoi_3_1_18_16,Đây là một dự án đa quốc gia. Việc một số phương pháp luận của Liên bang Mới được đưa vào là điều không thể tránh khỏi.
Main_LahaiRoi_3_1_18_15,Có vẻ như bạn đang cố gắng... tạo ra một loại Cộng hưởng nhân tạo nào đó?
Main_LahaiRoi_3_1_18_17,Đừng lo. Chúng tôi đã lọc bỏ những kỹ thuật cực đoan. Bạn có thể tin tưởng chúng tôi.
Main_LahaiRoi_3_1_18_18,Thật khó để theo kịp phần kỹ thuật.
Main_LahaiRoi_3_1_18_19,Và ý cậu là...?
Main_LahaiRoi_3_1_18_22,"Ngoài ra, Exostrider cũng liên kết với <te href=700016>Lễ hội Mặt trời Mới</te> sắp tới..."
Main_LahaiRoi_3_1_18_21,Nó an toàn. Toàn bộ dự án đã vượt qua đánh giá an toàn của Black Shores. Tất cả các quốc gia liên quan cũng đã phê duyệt.
Main_LahaiRoi_3_1_18_23,"Được rồi, được rồi. Đừng có giảng nữa."
Main_LahaiRoi_3_1_18_20,"Khi tôi nói bạn có thể tin tưởng chúng tôi, ý tôi là..."
Main_LahaiRoi_3_1_18_24,Đó là quá nhiều để tiếp thu. Tôi cần thời gian để xử lý.
Main_LahaiRoi_3_1_18_25,"Dạy đi, cậu không có lớp khác à?"
Main_LahaiRoi_3_1_18_27,"Hehe, chắc là tớ hơi quá đà rồi."
Main_LahaiRoi_3_1_18_28,"Kho lưu trữ của Học viện mở cửa cho tất cả sinh viên. Nếu bạn tò mò, hãy thoải mái khám phá. Bất kỳ sự theo đuổi tri thức nào cũng được khuyến khích ở đây."
Main_LahaiRoi_3_1_18_29,"Chà... chào mừng bạn đến với Học viện Startorch. Với thẻ học sinh của mình, giờ bạn có thể ghi Cassette tại Viện Nghiên cứu."
Main_LahaiRoi_3_1_18_26,"Tôi thì có. Còn cậu, cô gái trẻ à, nếu cậu biết lịch trình rõ như vậy, sao lại không đến lớp đúng giờ?"
Main_LahaiRoi_3_1_18_30,"Nếu có thời gian, cô Lynae hãy đưa học sinh mới đến đó nhé."
Main_LahaiRoi_3_1_19_1,Còn câu hỏi nào khác không?
Main_LahaiRoi_3_1_19_2,Về Mái vòm Ngầm...
Main_LahaiRoi_3_1_19_3,Về Lễ hội Mặt trời Mới...
Main_LahaiRoi_3_1_19_4,"Lahai-Roi đứng vững nhờ các bộ phận Exostrider được gia tăng. Nếu đó là nền đá thông thường, nó đã sụp đổ từ lâu rồi."
Main_LahaiRoi_3_1_18_31,"Sau khi mọi thứ hoàn tất, Voss đưa cho bạn một thẻ sinh viên. Bạn chính thức là sinh viên của Học viện Startorch.
Cô ấy giải thích rằng mục tiêu của Học viện với Exostrider là đối đầu với Aleph-1, một Threnodian bị giam giữ bên ngoài Stridergate bởi thanh kiếm khổng lồ của Exostrider.
Với thẻ sinh viên của bạn, giờ đây cậu có thể đến Viện Nghiên cứu và ghi Cassette của mình."
Main_LahaiRoi_3_1_19_5,Thang máy lên vùng băng giá phía trên cũng được xây dựng cùng với vũ khí của Exostrider.
Main_LahaiRoi_3_1_19_7,"Sự sinh sôi của chúng có giới hạn. Hãy lấy <te href=700010>Reactor Drive</te> trên bầu trời làm ví dụ. Một khi nó cạn kiệt, nó sẽ biến mất vĩnh viễn."
Main_LahaiRoi_3_1_19_8,"Lễ hội Mặt Trời Mới sẽ thay thế ""Mặt Trời"" của Lahai-Roi—Động cơ Exostrider—bằng một cái do chúng ta tự chế tạo."
Main_LahaiRoi_3_1_19_6,"Tuy nhiên, những thành phần này thích nghi với môi trường nhiều hơn là với thiết kế ban đầu của Exostrider. Người Roya, cư dân bản địa của Lahai-Roi, tin rằng đó là cách nó bảo vệ sự sống. Nhưng Viện Hàn lâm nghi ngờ Bão Hư Không đã làm gián đoạn cơ chế tự tái tạo của những thành phần này."
Main_LahaiRoi_3_1_19_9,"Chúng ta phải cảm ơn Bộ truyền động Exostrider vì nơi ẩn náu dưới lòng đất này. Nhưng để chiến đấu với Threnodian, nó phải được tái tích hợp với Exostrider."
Main_LahaiRoi_3_1_19_10,Đó là lý do chúng ta đang xây dựng một mặt trời nhân tạo. Để Drive có thể được khôi phục cho mecha của Exostrider.
Main_LahaiRoi_3_1_19_11,"Đó là một dự án dài hạn. Chi tiết thì... phức tạp. Vì vậy, tôi sẽ không đề cập đến ở đây."
Main_LahaiRoi_3_1_19_13,Còn câu hỏi nào nữa không?
Main_LahaiRoi_3_1_19_12,"Nếu bạn tò mò, bạn có thể hỏi Giáo sư Mornye. Cô ấy là nhà thiết kế chính của dự án này."
Main_LahaiRoi_3_1_19_14,Hiện tại thì không.
Main_LahaiRoi_3_1_19_15,Vẫn còn một vài điều tôi chưa hiểu rõ lắm…
Main_LahaiRoi_3_1_2_2,Tôi có thể đến Lahai-Roi bây giờ không?
Main_LahaiRoi_3_1_2_1,"{PlayerName}, bạn đã đến."
Main_LahaiRoi_3_1_2_4,Bạn có thể lên đường bất cứ khi nào bạn muốn.
Main_LahaiRoi_3_1_2_5,Nó là gì?
Main_LahaiRoi_3_1_2_6,Đây à? Chisa đã dạy tớ cách pha thức uống này. Tớ thấy nó ngon hơn khi cho thêm nhiều sữa và đường...
Main_LahaiRoi_3_1_2_3,"Có. Nhờ vào nỗ lực của Namipon, Bờ Biển Đen đã xác nhận tọa độ tương đối của <te href=700030>Lahai-Roi</te> đến Thành phố Honami và ổn định một đường hầm một chiều."
Main_LahaiRoi_3_1_2_7,Tôi vừa pha một tách. Bạn... muốn thử không?
Main_LahaiRoi_3_1_2_8,...Tại sao không?
Main_LahaiRoi_3_1_2_11,"(Mùi thơm đậm đà, nhưng hoàn toàn không có vị cà phê.)"
Main_LahaiRoi_3_1_2_9,Tôi muốn nói là trông cậu có vẻ lo lắng.
Main_LahaiRoi_3_1_2_12,Có phải cậu vừa lo lắng về điều gì đó không?
Main_LahaiRoi_3_1_2_10,"Ừm, được thôi."
Main_LahaiRoi_3_1_2_13,Có.
Main_LahaiRoi_3_1_2_16,"Đây là một trạng thái hiếm gặp, và hiện tại, Black Shores khó có thể thu thập thêm thông tin từ những gì nằm ngoài vết nứt."
Main_LahaiRoi_3_1_2_15,"Về Lahai-Roi, <te href=700029>Cơn bão Hư không</te> hiện tại đang kéo dài lâu hơn bình thường."
Main_LahaiRoi_3_1_2_14,"Tần số của bạn vẫn dao động. Nó gần như không thể phát hiện được, nhưng... đủ để khiến tôi lo lắng."
Main_LahaiRoi_3_1_2_17,Bạn có nghĩ đã xảy ra chuyện gì ở đó không?
Main_LahaiRoi_3_1_2_18,"Không giống như các khu vực khác trên Solaris, Lahai-Roi không có Sentinel để dẫn dắt nền văn minh của mình. Từng bị coi là vùng đất băng giá bị bỏ hoang, nó vẫn ẩn mình cho đến khi <te href=851071>Spacetrek Collective</te>, một tổ chức nghiên cứu quốc tế, phát hiện ra."
Main_LahaiRoi_3_1_2_19,"Tuy nhiên, Threnodian luôn ẩn nấp trong bóng tối của vùng đất băng giá này, gây ra <te href=850080>Hiện tượng Bào mòn Sóng</te> như Bão Hư không."
Main_LahaiRoi_3_1_2_20,Tiếp xúc với Bão Hư Không sẽ rút cạn tần số của con người cho đến khi họ biến mất. Tôi nghi ngờ rằng việc mất tần số của bạn có liên quan đến chu kỳ Bão bất thường này.
Main_LahaiRoi_3_1_2_21,"Tập đoàn Spacetrek Collective đang đi đầu trong nghiên cứu ổn định tần số. Khi đến đó, bạn sẽ được kiểm tra toàn diện và nhận điều trị."
Main_LahaiRoi_3_1_2_22,Vậy nên nguồn gốc của vấn đề và giải pháp chỉ có thể được tìm thấy ở đó.
Main_LahaiRoi_3_1_2_23,Vâng. Con đường đến Lahai-Roi đã mở. Đã đến lúc bạn phải trở về.
Main_LahaiRoi_3_1_2_24,Đây là...
Main_LahaiRoi_3_1_2_25,"Hồ sơ nhập học vào <te href=700031>Học viện Startorch</te>. Việc tiếp cận Lahai-Roi yêu cầu cấp phép nghiêm ngặt, vì vậy Black Shores đã sắp xếp để bạn vào trường với tư cách là một ""học viên."""
Main_LahaiRoi_3_1_2_27,Cảm ơn bạn đã chuẩn bị tất cả những thứ này.
Main_LahaiRoi_3_1_2_28,"Vậy chủ đề của chuyến đi lần này là ""Trở lại trường học"", hả?"
Main_LahaiRoi_3_1_2_29,"Khi bạn bước vào Lahai-Roi, tôi sẽ không thể liên lạc với bạn được nữa, nhưng tôi sẽ ở đây như mọi khi, chờ đợi bạn trở về với những câu chuyện mới để chia sẻ."
Main_LahaiRoi_3_1_2_30,Đừng lo. Mọi thứ sẽ ổn thôi.
Main_LahaiRoi_3_1_2_31,Có lẽ tôi sẽ tìm được cách dịch chuyển trở lại với bạn.
Main_LahaiRoi_3_1_2_32,Vâng... Hãy bảo trọng bản thân nhé.
Main_LahaiRoi_3_1_2_33,Hmm...? Giá như điều đó là thật.
Main_LahaiRoi_3_1_2_34,Xin lỗi. Tôi đến muộn.
Main_LahaiRoi_3_1_2_35,Đã đến lúc lên đường.
Main_LahaiRoi_3_1_2_26,Lá thư chấp nhận này thuộc về bạn trong quá khứ. Nó vẫn còn hiệu lực và sẽ cho phép bạn truy cập. Hãy giữ nó cẩn thận.
Main_LahaiRoi_3_1_20_1,Ông S.I.G.M.A.! Tôi đã mang Bí ẩn Vĩ đại Thứ Chín đến để nhận {Male=xe của anh ấy;Female=xe của cô ấy}.
Main_LahaiRoi_3_1_2_36,"Người Gác Bờ giải thích với bạn về Lahai-Roi. Đây là một khu vực không có Sentinel để dẫn dắt nền văn minh của nó, và sự mất tần số của bạn có thể liên quan đến một Hiện tượng Waveworn do Threnodian gây ra, được gọi là Bão Hư Không. Cô ấy giải thích rằng Spacetrek Collective dẫn đầu thế giới trong nghiên cứu ổn định tần số, và bạn có thể tìm thấy giải pháp cho vấn đề của mình ở đó. Trước khi bạn khởi hành, cô ấy đưa cho bạn một lá thư nhập học. Lần này, bạn sẽ bước vào Học viện Startorch với tư cách là một sinh viên."
Main_LahaiRoi_3_1_20_3,Hử? Chỉ vậy thôi sao? Khá là thất vọng cho phần giới thiệu hôm nay.
Main_LahaiRoi_3_1_20_2,Không khoan nhượng với vi phạm giao thông. Không khoan nhượng với việc gây nguy hiểm đến tính mạng. Hệ thống Tự động Hướng dẫn & Quản lý Thông minh Tín hiệu—S.I.G.M.A.—sẵn sàng phục vụ bạn.
Main_LahaiRoi_3_1_20_4,"Cuộc thăm dò ý kiến của học sinh tuần này đã xếp nó ở vị trí số một. Cô Lynae, thời điểm thật hoàn hảo. Tôi để ý thấy phương tiện của cậu có..."
Main_LahaiRoi_3_1_20_5,"AHEM! Ông S.I.G.M.A., chúng tôi đến đây để đón học viên mới. Chúng ta cần đến Viện Nghiên cứu để ghi băng Cassette. Ưu tiên hàng đầu, ông biết đấy."
Main_LahaiRoi_3_1_20_6,"…Xác nhận, {PlayerName}. Phương tiện của bạn đã sẵn sàng. Vui lòng đọc và ghi nhớ *Quy định An toàn Giao thông Startorch*, sau đó đánh dấu vào ô ""Tôi đã đọc kỹ"" và ký tên."
Main_LahaiRoi_3_1_20_8,Tôi đã đọc kỹ toàn bộ hướng dẫn. Vui lòng cung cấp văn bản cần dịch từ tiếng Anh sang tiếng Việt.
Main_LahaiRoi_3_1_20_7,(Ký vào đây thôi!)
Main_LahaiRoi_3_1_20_10,(...Đọc kỹ đi.)
Main_LahaiRoi_3_1_20_12,...Xác nhận. Cảm ơn sự hợp tác của bạn. Chúc bạn lên đường an toàn.
Main_LahaiRoi_3_1_20_11,Vui lòng hoàn thành chữ ký của bạn trong 5… 4… 3… 2… 1… Xác nhận. Chúc chuyến đi an toàn.
Main_LahaiRoi_3_1_20_9,Hãy đọc kỹ. An toàn giao thông không phải là trò chơi. Tốc độ là đặc quyền. Bảo vệ là nghĩa vụ. Quy tắc là pháp luật.
Main_LahaiRoi_3_1_20_14,Vui lòng chờ. Đang tiếp tục hội thoại. Quét cho thấy phương tiện của bạn đã vi phạm tốc độ mười ba lần trong hai mươi ngày qua. Hãy lái xe an toàn và tuân thủ Quy tắc An toàn Giao thông của Học viện.
Main_LahaiRoi_3_1_20_13,Tuyệt. Đi thôi!
Main_LahaiRoi_3_1_20_15,"Ngoài ra, những chỉnh sửa trái phép của bạn rơi vào vùng mơ hồ của Bộ Quy tắc Quản lý Phương tiện. Vì sự an toàn của bạn, tôi khuyên bạn nên ngừng tất cả các chỉnh sửa như vậy."
Main_LahaiRoi_3_1_20_16,"Ờ hừm, ông S.I.G.M.A, tất cả những gì tôi làm chỉ là thêm một bộ tăng áp, điều chỉnh hệ thống treo và nâng cấp phanh thôi. Hầu như không phải là vi phạm, ông nghĩ vậy không?"
Main_LahaiRoi_3_1_20_17,"Ngoài ra, so với các tiền bối gắn tên lửa và bánh xe phản trọng lực, mình gần như là một học sinh gương mẫu."
Main_LahaiRoi_3_1_20_18,Tên lửa và... bánh xe phản trọng lực?
Main_LahaiRoi_3_1_20_20,Mọi người ở đây đều điên cuồng vậy sao?
Main_LahaiRoi_3_1_20_21,Đó quả là những kỹ năng kỹ thuật đáng sợ.
Main_LahaiRoi_3_1_20_19,Ừ. Một tiền bối thậm chí còn biến chiếc xe đạp của anh ấy thành một chiếc xe tăng hạng nhẹ cho một dự án. Lái thẳng vào khu vực Voidworm đang hoạt động.
Main_LahaiRoi_3_1_20_24,Ừm—
Main_LahaiRoi_3_1_20_22,Tôi phải lưu ý rằng học sinh này đã vi phạm nghiêm trọng Quy tắc Quản lý Phương tiện và vi phạm hàng chục quy định của trường. Đã áp dụng biện pháp kỷ luật nghiêm khắc.
Main_LahaiRoi_3_1_20_23,...Điều này đã bị thu hồi khi anh ấy mang về dữ liệu Voidworm quan trọng.
Main_LahaiRoi_3_1_20_25,"Đây là cơ hội của chúng ta. Đi thôi, đi thôi!"
Main_LahaiRoi_3_1_208_1,"Ôi, Lynae! Tớ vẫn chưa có cơ hội cảm ơn cậu. Vật liệu cậu đưa đã tăng công suất thiết bị lên 35%! Thật tuyệt vời!"
Main_LahaiRoi_3_1_20_26,"Lynae đưa bạn đến khu vực bốc dỡ để lấy phương tiện của bạn. Bộ điều khiển thông minh và quản lý tín hiệu nghiêm nghị, S.I.G.M.A., nhất quyết yêu cầu bạn đọc Quy định An toàn trước khi lái xe, và mắng Lynae vì đã chạy quá tốc độ cũng như liên tục vi phạm các quy tắc sửa đổi. Lynae cãi lại trong khi kéo bạn đi."
Main_LahaiRoi_3_1_208_2,Không có gì to tát đâu… Tớ chỉ may mắn thôi mà.
Main_LahaiRoi_3_1_209_1,Nhìn vào thiết bị này bây giờ… có lẽ chúng ta có thể tìm thấy hồ sơ sản xuất của nó trong hệ thống.
Main_LahaiRoi_3_1_209_4,Đang xâm nhập vào.
Main_LahaiRoi_3_1_209_2,"Hm, quyền truy cập bị hạn chế… Có vẻ chúng ta sẽ phải chọn con đường không lịch sự lắm rồi."
Main_LahaiRoi_3_1_209_3,Ít lịch sự hơn à?
Main_LahaiRoi_3_1_210_1,Tìm thấy rồi. Nó đang ẩn náu khá sâu.
Main_LahaiRoi_3_1_210_4,"Đúng vậy. Tôi vừa quét chính thiết bị này. Nó trông giống như một bộ hiệu chuẩn cơ bản, nhưng bên trong lại hoàn toàn khác."
Main_LahaiRoi_3_1_210_3,Điều đó có nghĩa là… ai đó đã chiếm đoạt thiết bị của Bộ để làm việc này?
Main_LahaiRoi_3_1_210_5,"Nói ngắn gọn, nó lưu trữ và khuếch đại một phần nhỏ tần số Bão Hư Không, vừa đủ để khiến các thiết bị được thiết kế từ công nghệ Exostrider mất kiểm soát."
Main_LahaiRoi_3_1_210_2,"Như tôi nghĩ, bản ghi không có trong thư mục thông thường. Nó được phân loại ba cấp, ngụy trang thành dữ liệu hệ thống bình thường."
Main_LahaiRoi_3_1_210_6,Đồ vật được thiết kế từ công nghệ Exostrider…
Main_LahaiRoi_3_1_210_7,Và đây mới là điều đáng nói—ai đó đã tạo ra nó có thể điều khiển nó từ xa.
Main_LahaiRoi_3_1_210_10,Chính xác. Nó đúng là một quả bom hẹn giờ.
Main_LahaiRoi_3_1_210_9,Vì vậy nó có thể được kích hoạt lại bất cứ lúc nào.
Main_LahaiRoi_3_1_210_13,"Nó sẽ khởi động lại trong quá trình này... và, ờ, có thể sẽ có một chút tiếng ồn."
Main_LahaiRoi_3_1_210_12,"Trước tiên, chúng ta phải vô hiệu hóa mối đe dọa này. Với hồ sơ sản xuất và dữ liệu thiết bị, tôi có thể thử ghi đè quyền hạn của thiết bị. Làm cho nó chỉ kích hoạt nếu cộng hưởng với tôi."
Main_LahaiRoi_3_1_210_11,"Có lẽ cậu đang thắc mắc tại sao tôi không giao cái này cho Học viện phải không? Trước khi xác định được ""liên lạc"" Fractsidus, tôi sẽ không để nó rời khỏi tầm mắt đâu."
Main_LahaiRoi_3_1_210_15,Vâng. Đó là lý do tôi cần bạn… kiểm soát họ trong suốt quá trình.
Main_LahaiRoi_3_1_210_14,Bạn có ý là những mech ở đây sẽ bị ảnh hưởng sao?
Main_LahaiRoi_3_1_210_16,"Tất nhiên, mình sẽ giúp cậu."
Main_LahaiRoi_3_1_210_18,"Có ai đó hỗ trợ lưng mình như thế này... Hm, cũng không tệ lắm."
Main_LahaiRoi_3_1_210_17,Được rồi—Bắt đầu ngay bây giờ!
Main_LahaiRoi_3_1_211_1,Nhanh và gọn.
Main_LahaiRoi_3_1_211_2,Nó đã bị ghi đè. Không cần lo lắng về việc bị điều khiển từ xa nữa. Thật may là chúng ta đã xử lý kịp thời…
Main_LahaiRoi_3_1_210_19,"Sau khi kiểm tra thiết bị bí ẩn được ngụy trang thành máy hiệu chuẩn, Lynae phát hiện ra nó có thể lưu trữ và khuếch đại tần số Bão Hư Không, gây ra sự cố cho bất kỳ sáng tạo nào kết nối với Exostrider. Người chế tạo có khả năng là ai đó bên trong Học viện, có thể kích hoạt nó từ xa bất cứ lúc nào. Việc giao nó cho chính quyền có thể chỉ khiến nó quay về tay gián điệp Fractsidus. Để ngăn chặn điều này, Lynae quyết định ghi đè quyền hạn của thiết bị và tự mình kiểm soát nó."
Main_LahaiRoi_3_1_211_3,Bạn trông có vẻ lo lắng.
Main_LahaiRoi_3_1_211_4,Tay bạn đang run.
Main_LahaiRoi_3_1_211_5,Hah… Cậu thắng rồi. Đã lâu lắm rồi tôi không làm chuyện này. Hơi bị gỉ sét rồi.
Main_LahaiRoi_3_1_211_7,Chính xác vậy sao?
Main_LahaiRoi_3_1_211_8,Không hẳn là điều xấu.
Main_LahaiRoi_3_1_211_6,"Ở trong vùng an toàn quá lâu và cậu bắt đầu lơ là mà không nhận ra... Ngày trước, tôi đã có thể xử lý việc này trong vòng 28 giây."
Main_LahaiRoi_3_1_211_9,Bởi vì… thời gian khởi động lại lâu nhất của Mảng Tự vệ Tự động là 28 giây.
Main_LahaiRoi_3_1_211_11,"Ờ... xin lỗi, quay lại chủ đề nào. Trong lúc tìm kiếm trong cơ sở dữ liệu, tôi để ý thấy một điều."
Main_LahaiRoi_3_1_211_10,...Cậu nghĩ vậy à?
Main_LahaiRoi_3_1_211_12,Nhật ký bảo mật của mech Học viện và <te href=700014>Rào chắn Vật chất Hư không</te> cho thấy có truy cập bất thường. Ai đó đã sử dụng giao thức cấp quản trị viên.
Main_LahaiRoi_3_1_211_14,Làm sao bạn biết đó là dạng sóng của Hyvatia?
Main_LahaiRoi_3_1_211_13,"Ngoài ra, dữ liệu của thiết bị có ba dạng sóng tần số. Một từ Hyvatia. Hai cái còn lại thì... không thể nhận diện được."
Main_LahaiRoi_3_1_211_16,"Mm, được rồi, tôi từng được giao nhiệm vụ xâm nhập vào cơ sở dữ liệu của Viện và làm giả dữ liệu hiệu chuẩn của Hyvatia."
Main_LahaiRoi_3_1_211_17,Nhưng tôi không thay đổi gì cả. Chỉ ném vào vài emoji và để lại lời nhắn bảo họ nâng cấp mã hóa thôi.
Main_LahaiRoi_3_1_211_18,Nhưng lại phản tác dụng. Đã khiến tôi bị gắn cờ.
Main_LahaiRoi_3_1_211_19,Vậy là mọi chuyện đã xảy ra như thế.
Main_LahaiRoi_3_1_211_20,"Trở lại với những dạng sóng đó… Nếu một cái là của Hyvatia, thì hai cái còn lại có khả năng là mục tiêu cho thí nghiệm tiếp theo."
Main_LahaiRoi_3_1_211_15,"Ừm... Heh, chỉ là, ờ... lướt qua diễn đàn Học viện thôi."
Main_LahaiRoi_3_1_211_22,Hãy đến Kho lưu trữ Spacetrek nào.
Main_LahaiRoi_3_1_211_21,"Tôi nghĩ bạn nói đúng. Tiếp theo, chúng ta cần tìm hiểu những dạng sóng đó tương ứng với cái gì. Có lẽ chúng ta sẽ tìm thấy manh mối trong các nghiên cứu sinh thái của Lahai-Roi."
Main_LahaiRoi_3_1_212_2,Tối om... Tia sét?
Main_LahaiRoi_3_1_212_1,Vậy là sự thật. Dark Thunderbolt đã đăng ký học tại Startorch! Cậu có thể kể cho chúng tớ nghe về trận chiến kinh điển với Voidworm không?
Main_LahaiRoi_3_1_211_23,"Với sự yểm trợ của bạn, quá trình ghi đè đã thành công. Trong quá trình này, cô ấy tìm thấy bằng chứng về quyền truy cập cấp quản trị vào các mech của Học viện và nhật ký bảo mật của Rào chắn Voidmatter. Thiết bị chứa ba dạng sóng tần số. Một thuộc về Hyvatia, và hai cái còn lại không thể xác định được.
Cả hai bạn quyết định điều tra nguồn gốc của những dạng sóng này tại Kho lưu trữ Spacetrek."
Main_LahaiRoi_3_1_212_3,Một trong nhiều danh hiệu của tôi.
Main_LahaiRoi_3_1_212_6,...
Main_LahaiRoi_3_1_212_4,Làm thế nào mà cái tên đó lại trở nên phổ biến rộng rãi như vậy?
Main_LahaiRoi_3_1_212_5,"Dù sao đi nữa, hành động của bạn thật huyền thoại!"
Main_LahaiRoi_3_1_212_7,Xin lỗi các cậu. Tớ cần báo cáo vụ việc Voidworm cho Học viện trước.
Main_LahaiRoi_3_1_212_9,"Bạn phải biết lý do chúng ta ở đây, cô Lynae."
Main_LahaiRoi_3_1_212_8,"Sau khi xong việc đó, tôi sẽ kể cho bạn tất cả những gì bạn muốn biết. Hứa đấy."
Main_LahaiRoi_3_1_212_11,"Đúng vậy, phải không?"
Main_LahaiRoi_3_1_212_10,"Tôi đồng ý. Tôi không còn là học sinh của Startorch nữa. Quy tắc là quy tắc, và tôi nên trở về Liên bang Mới."
Main_LahaiRoi_3_1_212_14,"Nghĩa vụ của chúng tôi là bảo vệ bạn an toàn trong khi bạn vẫn đang học cách tự bảo vệ mình, chứ không phải ném bạn vào lửa."
Main_LahaiRoi_3_1_212_15,"Như cậu đã nói, cô Lynae, cậu không phải là học sinh của Startorch."
Main_LahaiRoi_3_1_212_16,Ừ. Tôi biết.
Main_LahaiRoi_3_1_212_17,"Vậy nếu bạn muốn trở thành học sinh ở đây, bạn sẽ cần phải vượt qua kỳ thi đầu vào."
Main_LahaiRoi_3_1_212_19,"Tất nhiên, lần này bạn sẽ cần đăng ký dưới danh tính thật của mình."
Main_LahaiRoi_3_1_212_13,"Chúng tôi đã xem xét tất cả. Dù có chuyện gì xảy ra đi chăng nữa, Học viện vẫn biết ơn lòng dũng cảm của bạn. Sự thật là, chúng tôi không bao giờ nên để các học viên phải đối mặt với nguy hiểm như thế này."
Main_LahaiRoi_3_1_212_18,Có chuyện gì?
Main_LahaiRoi_3_1_212_21,Quả thực. Nhưng chúng ta phải tiến hành một cuộc điều tra khác trước khi nhận vào.
Main_LahaiRoi_3_1_212_22,Một câu hỏi à? Chắc chắn rồi. Còn bài kiểm tra đầu vào? Không vấn đề gì.
Main_LahaiRoi_3_1_212_20,Điều đó có nghĩa là... bạn sẽ quay trở lại Học viện.
Main_LahaiRoi_3_1_212_24,Cảm ơn bạn.
Main_LahaiRoi_3_1_212_25,Hẹn gặp lại bạn sau.
Main_LahaiRoi_3_1_212_27,"À, hẹn gặp lại!"
Main_LahaiRoi_3_1_212_26,Chúc bạn may mắn trong kỳ thi!
Main_LahaiRoi_3_1_212_23,"Rất tốt, cô Lynae. Xin hãy đi theo tôi."
Main_LahaiRoi_3_1_212_30,"Khi tớ trở thành ""tân binh"" ở Startorch, chúng ta cùng đi ăn gì đó nhé, được không?"
Main_LahaiRoi_3_1_212_29,Ưu đãi đặc biệt của cửa hàng tiện lợi The Academy rất tốt.
Main_LahaiRoi_3_1_212_31,...Bảo vệ mặt trời.
Main_LahaiRoi_3_1_212_28,Trời ơi. Chưa bao giờ nghĩ mình lại vui thế này khi phải đi thi.
Main_LahaiRoi_3_1_212_34,Ôi... đông người quá.
Main_LahaiRoi_3_1_212_33,Ôi… Học viện đã an toàn. Thật may quá.
Main_LahaiRoi_3_1_212_35,Chính họ! Họ đã trở lại!
Main_LahaiRoi_3_1_213_2,Một trong Bảy Bí ẩn Vĩ đại của Startorch?
Main_LahaiRoi_3_1_213_1,"Ơ, cho phép tôi giới thiệu cô I.R.I.S. Cô ấy—"
Main_LahaiRoi_3_1_213_3,"Đúng vậy! Cô ấy là quản trị viên của Archive, chịu trách nhiệm lập chỉ mục tất cả dữ liệu ở đây. Có thể nói là một tiền bối rất đáng tin cậy."
Main_LahaiRoi_3_1_213_4,"Xin chào, tôi là I.R.I.S., AI truy xuất dữ liệu của Spacetrek Archive."
Main_LahaiRoi_3_1_213_5,"Cô Lynae, và… {PlayerName}, hôm nay tôi có thể giúp gì cho các bạn?"
