Id,Content
Main_LahaiRoi_3_2_24_36,Hừ...
Main_LahaiRoi_3_2_24_35,Chu... Chu... Ừ... Ừ... Ốc...
Main_LahaiRoi_3_2_24_37,Một vài vị khách không mời mà đến đã xuất hiện.
Main_LahaiRoi_3_2_24_38,"Vậy thì giờ cậu cũng có thể thư giãn một chút rồi, phải không?"
Main_LahaiRoi_3_2_25_1,Đó đúng là thứ cô ấy sẽ nói.
Main_LahaiRoi_3_2_26_1,Sư phụ?
Main_LahaiRoi_3_2_25_2,"Tôi không biết hành tinh thứ 13 của Norma ở đâu, nhưng... ít nhất tôi cũng đoán được cô ấy đến từ đâu qua bức ảnh này."
Main_LahaiRoi_3_2_26_2,"Chúng ta có thể bỏ màn kịch này đi rồi, phải không? Hay cậu nghĩ nên tiếp tục?"
Main_LahaiRoi_3_2_26_3,Có thể có ai đó đang nghe lén. Chúng ta nên tiếp tục diễn để tránh bị lộ.
Main_LahaiRoi_3_2_26_4,Bạn... muốn ngồi nghỉ một lát không?
Main_LahaiRoi_3_2_26_5,Chân cậu thế nào rồi?
Main_LahaiRoi_3_2_26_6,"Ồ, cậu để ý rồi à."
Main_LahaiRoi_3_2_26_7,Họ đã chạy cả ngày rồi nên năng lượng gần cạn. Tớ định đợi đến khi sạc xong mới quay lại.
Main_LahaiRoi_3_2_26_9,Có đau không?
Main_LahaiRoi_3_2_26_8,"Trong lúc chúng tấn công, tôi không thể di chuyển được. Tôi thấy hơi... ừm, ngại khi để cậu thấy tôi như thế này."
Main_LahaiRoi_3_2_26_10,Nó không còn nữa.
Main_LahaiRoi_3_2_26_11,"Trước khi có đôi chân giả, tôi từng mắc một chứng bệnh buộc mình phải ngồi xe lăn."
Main_LahaiRoi_3_2_24_39,"Trong bữa tiệc, Mornye rõ ràng đang lo lắng về việc đối đầu với Yngvar vào ngày mai. Cô chỉ thư giãn sau khi nghe lời động viên của bạn. Bạn đặt tên cho chú Soliskin được cứu là ""Buddy"", và trước khi bữa tiệc kết thúc, bạn nhắc Mornye nên nghỉ ngơi.
Lẩn khuất trong bóng tối, một Soliskin khác dường như đã bị nhiễm độc."
Main_LahaiRoi_3_2_26_13,Cuối cùng thì tôi cũng có thể theo đuổi điều mình thật sự mong muốn.
Main_LahaiRoi_3_2_26_14,Những vì sao ở đây thật đẹp.
Main_LahaiRoi_3_2_26_15,"Ừm, tôi yêu những vì sao."
Main_LahaiRoi_3_2_26_12,"Giờ thì, ít nhất mình không còn phải lo lắng về việc đứng yên một chỗ nữa."
Main_LahaiRoi_3_2_26_18,Chính vì chúng ta nhìn thấy những vì sao mà nhân loại mới mơ về những gì nằm ngoài bầu trời.
Main_LahaiRoi_3_2_26_19,"""Có lẽ những vì sao chính là nguồn cảm hứng của nhân loại."""
Main_LahaiRoi_3_2_26_16,"Dưới vùng băng giá của Lahai-Roi, những ngôi sao ở đây thực ra chỉ là ánh sáng được tạo ra bởi các mảng khí quyển."
Main_LahaiRoi_3_2_26_20,Một cách nói khá thú vị.
Main_LahaiRoi_3_2_26_17,"Có lần, có người đã nói với tôi như thế này..."
Main_LahaiRoi_3_2_26_21,Đó quả là một hình ảnh lãng mạn.
Main_LahaiRoi_3_2_26_22,Tôi cũng nghĩ vậy.
Main_LahaiRoi_3_2_26_23,Nhưng... tôi cũng tin rằng chạm tới những vì sao thôi vẫn chưa đủ.
Main_LahaiRoi_3_2_26_24,"Sẽ có một ngày chúng ta tạo nên điều kỳ diệu, trường tồn và rực rỡ hơn cả những vì sao."
Main_LahaiRoi_3_2_26_26,Để điều đó trở thành hiện thực...
Main_LahaiRoi_3_2_26_25,"Đó là giấc mơ tôi đã ấp ủ suốt thời gian qua. Và giờ đây, tôi sẽ dùng đôi chân này để bước đi bước đầu tiên."
Main_LahaiRoi_3_2_26_27,"Lễ Hội Mặt Trời Mới nhất định phải thành công, phải không?"
Main_LahaiRoi_3_2_26_28,Chính xác! Nghi lễ này là cách chúng ta lấy lại bộ phận năng lượng cốt lõi của Exostrider.
Main_LahaiRoi_3_2_26_30,"Nó sẽ tuân theo giao thức kích hoạt ba giai đoạn. Mô hình dao động pha đảo, sau đó là khai quật để cuối cùng tạo ra trường năng lượng mảng pha."
Main_LahaiRoi_3_2_26_36,"Chu, Chùuu! Chùuu! Chùuu!"
Main_LahaiRoi_3_2_26_29,"Sau đó, chúng ta sẽ sử dụng mô hình chuyển đổi năng lượng đa pha thông qua mạng siêu dẫn để bơm năng lượng Rabelle vào giao diện thần kinh."
Main_LahaiRoi_3_2_26_37,"Được rồi, cậu bé. Tôi sẽ đánh thức {Male=anh ấy;Female=cô ấy} dậy ngay bây giờ."
Main_LahaiRoi_3_2_26_38,...Mornye à?
Main_LahaiRoi_3_2_26_35,Vẫn còn chút thời gian trước khi chân tôi sạc xong. Chúng ta hãy ngắm sao thêm chút nữa nhé.
Main_LahaiRoi_3_2_26_39,"Thầy ơi, thầy tỉnh rồi!"
Main_LahaiRoi_3_2_28_1,Cái... cái gì đang xảy ra vậy... Không phải thế này chứ. Cứu với!
Main_LahaiRoi_3_2_28_2,Hãy cẩn thận! Đừng để bị cuốn vào Bão Hư Không!
Main_LahaiRoi_3_2_26_40,Có gì đó không ổn. Chúng ta có vẻ gặp rắc rối ở Bjartr Woods.
Main_LahaiRoi_3_2_29_1,Nhưng Soliskin... nhiều người đã tiến vào Rừng Bjartr rồi!
Main_LahaiRoi_3_2_29_2,"Một Cơn Bão Hư Không... Không, tôi không muốn nghĩ đến điều đó!"
Main_LahaiRoi_3_2_3_2,"Đã lâu không gặp, Lynae."
Main_LahaiRoi_3_2_3_3,Cậu nói chuẩn đấy! Hôm qua tớ vừa vượt qua hết các bài kiểm tra đầu vào rồi!
Main_LahaiRoi_3_2_3_1,{PlayerName}—lại đây nào!
Main_LahaiRoi_3_2_26_41,"Sau đó, bạn thấy Mornye đang ngắm nhìn những vì sao. Cô ấy kể cho bạn nghe về giấc mơ của mình: dùng đôi tay con người để tạo nên một kỳ tích vĩ đại hơn cả những vì sao trên bầu trời. Để làm được điều đó, cô phải đảm bảo Lễ Hội Mặt Trời Mới thành công.
Sáng hôm sau, một vụ náo loạn bùng nổ ở Khu Rừng Bjartr."
Main_LahaiRoi_3_2_3_4,"Có nghĩa là... hôm nay cậu chính thức được gặp ""Lynae, học sinh năm nhất của Học viện Startorch""!"
Main_LahaiRoi_3_2_3_6,Vậy khi nào chúng ta lại phiêu lưu tiếp đây?
Main_LahaiRoi_3_2_3_7,"Ôi, mình thực sự rất muốn lại được lên đường cùng cậu nữa, nhưng giờ mình đang bị ""theo dõi sức khỏe tinh thần"" rồi. Chỉ cần vi phạm một tí xíu vào ngày đầu thôi là cô Lucilla sẽ lôi mình vào ""trò chuyện thân tình"" ngay lập tức."
Main_LahaiRoi_3_2_3_5,Chúc mừng bạn đã đăng ký thành công.
Main_LahaiRoi_3_2_3_10,Mỏi vật liệu... chu kỳ nhiệt... điều kiện biên... trạng thái ứng suất ban đầu...
Main_LahaiRoi_3_2_3_8,Tôi phải cầm cự cho đến khi tìm ra đường tránh được mấy cái camera.
Main_LahaiRoi_3_2_3_9,"Ồ, nhưng này, cậu đã nhận được email của Mornye về <te href=700013>Máy dò Hyvatia</te> rồi chứ? Sắp đến giờ hành động rồi đấy. Hay mình đợi ở lối vào, rồi sau đó chúng ta—"
Main_LahaiRoi_3_2_3_11,Vi phạm phát hiện. Các thiết bị công suất cao bị nghiêm cấm trong khu vực ký túc xá.
Main_LahaiRoi_3_2_3_12,Phương trình vi phân cốt lõi là... quá trình chuyển tiếp đàn-dẻo... hệ số cường độ chu kỳ...
Main_LahaiRoi_3_2_3_14,Hệ số chính xác. Đơn vị không khớp? Đang tính toán lại...
Main_LahaiRoi_3_2_3_15,Xác nhận không tuân thủ. Kích hoạt giao thức kiềm chế.
Main_LahaiRoi_3_2_3_16,Kết luận: cần nâng cấp vật liệu. Tôi sẽ đưa vào chương trình họp ngày mai.
Main_LahaiRoi_3_2_3_17,Được rồi. Giờ là lúc họp theo lịch với {PlayerName} và Lynae.
Main_LahaiRoi_3_2_3_19,Xin lỗi. Để cậu đợi lâu rồi nhỉ?
Main_LahaiRoi_3_2_3_21,Bạn ổn chứ?
Main_LahaiRoi_3_2_3_20,"À, haha! Không có gì đâu. Thực ra, cậu phát hiện ra chúng tớ đúng lúc đồng hồ điểm giờ đấy. Thời điểm hoàn hảo đấy, Giáo sư."
Main_LahaiRoi_3_2_3_22,Con robot sẽ ổn chứ?
Main_LahaiRoi_3_2_3_23,Tôi ổn.
Main_LahaiRoi_3_2_3_13,"Hãy tuân thủ ""Quy tắc Ký túc xá Học viện Startorch""! Đưa ra cảnh cáo lần một. Đưa ra cảnh cáo lần hai!"
Main_LahaiRoi_3_2_3_24,Chỉ là đoản mạch nhỏ thôi. Nó kích hoạt giao thức hạn chế rồi. Tôi cứ tưởng nó bị trục trặc.
Main_LahaiRoi_3_2_3_27,"Nếu vậy, chúng ta bắt đầu luôn nhé."
Main_LahaiRoi_3_2_3_26,"Xin lỗi. Sau cuộc họp này, tôi phải quay lại Spacetrek Collective để thuyết trình. Tôi đã hy vọng hoàn thành vài phép tính trước."
Main_LahaiRoi_3_2_3_29,"Hôm nay tôi có vài cuộc hẹn khác, nhưng... tôi tin vẫn còn thời gian để trò chuyện đôi chút."
Main_LahaiRoi_3_2_3_30,"Tôi không chắc ý cậu nói ""ngon"" là thế nào, nên tôi mang theo vài mẫu từ nghiên cứu thực phẩm mới nhất của mình."
Main_LahaiRoi_3_2_3_32,Bắt đầu thôi! Chúng ta vừa ăn vừa nói chuyện nhé!
Main_LahaiRoi_3_2_3_31,CHÍNH XÁC! Tớ biết mà! Giáo sư Mornye quả là một viên ngọc quý!
Main_LahaiRoi_3_2_3_33,"Tất nhiên rồi, vào đi. Mình vừa dọn dẹp ký túc xong, cậu thích ngồi đâu thì cứ tự nhiên!"
Main_LahaiRoi_3_2_30_1,Các em đừng hoảng! Lối thoát ở ngay đây!
Main_LahaiRoi_3_2_3_34,"Bạn và Lynae đợi Mornye ở ký túc xá của cô ấy. Mải suy nghĩ, Mornye quên tắt bộ phát phản ứng trong hệ thống vũ khí của mình. Một đơn vị TARD-E buộc tội cô sử dụng thiết bị công suất cao và định bắt giữ, nhưng bị hạ gục một cách dễ dàng. Lynae mời cả hai vào trong để cùng trò chuyện bên đồ ăn."
Main_LahaiRoi_3_2_300_1,Ba ngày sau.
Main_LahaiRoi_3_2_30_2,"Người Roya đã vượt qua những thảm họa tồi tệ hơn. Hãy chăm sóc lẫn nhau, mạng sống của các cậu quan trọng hơn bất cứ điều gì!"
Main_LahaiRoi_3_2_3_25,Ồ... Tớ quên tắt bộ phát phản ứng trong hệ thống vũ khí của mình rồi. Có lẽ đó chính là điều nó đang nhắc đến...
Main_LahaiRoi_3_2_31_5,"Điều gì đưa cậu đến đây? Với cơn thịnh nộ của Bão Hư Không đang hoành hành, đây không phải lúc để bước vào Rừng Bjartr."
Main_LahaiRoi_3_2_31_6,Đây là thảm họa chưa từng thấy trong hàng thế kỷ. Chúng ta vẫn luôn tin rằng ánh sáng của <te href=700027>Solistrees</te> sẽ bảo vệ khu rừng khỏi những cơn bão như thế này.
Main_LahaiRoi_3_2_31_8,Hãy cùng điều tra chuyện này nào.
Main_LahaiRoi_3_2_31_9,Bão Hư Không nữa rồi...
Main_LahaiRoi_3_2_32_2,Tuy nhiên...
Main_LahaiRoi_3_2_32_1,"Giống như trước. Khi bị vô hiệu hóa, Bão Hư Không sẽ dừng lại."
Main_LahaiRoi_3_2_32_4,Bạn là ai?
Main_LahaiRoi_3_2_32_3,"Nếu đây thực sự là việc làm của Nhà Tiên Tri Yngvar, thì điều gì đã khiến ông ta làm vậy?"
Main_LahaiRoi_3_2_32_6,Đừng lo. Con đường... đã được mở ra rồi.
Main_LahaiRoi_3_2_32_7,Cuối cùng... cũng đến rồi...
Main_LahaiRoi_3_2_32_8,Thầy ư? Thầy! Thầy không sao chứ?
Main_LahaiRoi_3_2_32_9,Bạn lại thấy gì à? Có vẻ còn tệ hơn lần trước.
Main_LahaiRoi_3_2_32_12,"Cơn Bão Hư Không này có lẽ không chỉ ảnh hưởng đến khu rừng nơi đây, mà còn cả cơ cấu vận hành của Solisylum."
Main_LahaiRoi_3_2_32_13,Lời chào.
Main_LahaiRoi_3_2_32_10,Có lẽ tôi đã thoáng thấy bên trong Solisylum.
Main_LahaiRoi_3_2_32_14,"Nhà Định Hình từng đưa ra một lời tiên đoán. Nếu có một vị khách từ bên ngoài Lahai-Roi bảo vệ được Khu Rừng Bjartr khỏi sự hủy diệt, họ sẽ nhận được lời mời đến Solisylum."
Main_LahaiRoi_3_2_31_7,"Nghi lễ Hồi Quy không thể tiến hành, nhất là trong thời buổi này. Tôi khuyên cả hai hãy mau chóng đến nơi an toàn!"
Main_LahaiRoi_3_2_32_15,"Giờ đây, người trong lời tiên đoán đã xuất hiện. <te href=700018>Solisylum</te> đang chờ đợi bạn."
Main_LahaiRoi_3_2_32_17,"Xin hãy đợi một chút, sư phụ..."
Main_LahaiRoi_3_2_32_18,Có điều này mình muốn nói với cậu.
Main_LahaiRoi_3_2_32_20,Xìììì...
Main_LahaiRoi_3_2_32_21,Chu... Chu à?
Main_LahaiRoi_3_2_32_19,Có lẽ đó là lý do tôi cứ thấy những ảo ảnh về một thành viên của Hội Sáu.
Main_LahaiRoi_3_2_32_23,Họ có nhiệm vụ riêng cần hoàn thành.
Main_LahaiRoi_3_2_32_22,Cậu à?
Main_LahaiRoi_3_2_34_1,"Có chuyện gì vậy, Mornye?"
Main_LahaiRoi_3_2_34_2,Tôi...
Main_LahaiRoi_3_2_32_25,"Bên trong khu rừng, một thiết bị khác giống hệt những cái trước đang gây ra Bão Hư Không. Sau khi tắt nó đi, bạn lại nghe thấy giọng nói của người đàn ông bí ẩn ấy.
Một cô gái chăn cừu tiến đến và mời bạn vào Solisylum, tin rằng bạn chính là vị khách được tiên tri sẽ ngăn chặn sự hủy diệt."
Main_LahaiRoi_3_2_34_3,Tôi rất muốn được cùng cậu đến Solisylum. Nhưng có lẽ chúng ta nên chia tay tại đây thì hơn.
Main_LahaiRoi_3_2_34_4,Bạn đang lo lắng điều gì à?
Main_LahaiRoi_3_2_32_24,Con đường đến Solisylum ở ngay đây. Xin hãy đi theo lối này.
Main_LahaiRoi_3_2_34_5,"Vâng. Khi cậu chạm vào Solistree lúc nãy, và thậm chí ngay từ lần đầu tiên xuất hiện ảo giác, trông cậu như đang chịu đựng một cơn đau dữ dội."
Main_LahaiRoi_3_2_34_7,"Nhưng tôi không có khả năng kết nối với họ như cậu. Và kiến thức của Spacetrek Collective cũng không phù hợp với con đường của Roya. Trong chuyện này, tôi e rằng... tôi không giúp được nhiều."
Main_LahaiRoi_3_2_34_8,"Thay vì tham gia cùng cậu, mình nghĩ mình có thể đóng góp theo cách khác—ví dụ như nghiên cứu những điều bí ẩn mà chúng ta vẫn còn phải đối mặt."
Main_LahaiRoi_3_2_34_10,Như nguồn gốc thực sự của thiết bị Bão Hư Không.
Main_LahaiRoi_3_2_34_11,"Vâng. Giả sử không có Bão Hư Không đó, Yngvar lẽ ra đã có mặt trong Nghi Lễ Trở Về. Hoàn toàn có lý khi nghi ngờ hắn chính là kẻ cài đặt thiết bị."
Main_LahaiRoi_3_2_34_12,"Ngoài ra, môi trường ở đây cũng rất bất thường. Việc điều tra những điểm dị thường này chắc chắn sẽ hỗ trợ cho công việc của chúng ta."
Main_LahaiRoi_3_2_34_9,Như mục đích thực sự của Yngvar.
Main_LahaiRoi_3_2_34_13,"Như mọi khi, thật sâu sắc, Giáo sư Mornye."
Main_LahaiRoi_3_2_34_15,Vậy thì... có lẽ đây là lời tạm biệt lúc này.
Main_LahaiRoi_3_2_34_16,Giữ liên lạc nhé.
Main_LahaiRoi_3_2_34_18,"Ừm, cậu cũng vậy."
Main_LahaiRoi_3_2_34_19,Hãy cẩn thận nhé. Mình sẽ gặp lại cậu khi tập hợp lại.
Main_LahaiRoi_3_2_34_14,Không đâu. Sư phụ của tôi vẫn còn đi trước tôi rất xa.
Main_LahaiRoi_3_2_34_17,"Nếu cậu gặp nguy hiểm, hãy gọi cho tôi."
Main_LahaiRoi_3_2_34_20,"Mornye đề nghị chia nhau ra. Trong khi bạn đến Solisylum, cô ấy sẽ điều tra Yngvar và nguồn gốc của thiết bị Bão Hư Không."
Main_LahaiRoi_3_2_5_2,"Ờ... đủ thứ mùi lẫn vào nhau. Ngửi cứ tanh tanh, còn chất thì nhớp nháp, nhớt nhớt."
Main_LahaiRoi_3_2_400_1,Tôi phát hiện dấu hiệu của một cơn Bão Hư Không trong khu rừng. Tần số... đang phân tích.
Main_LahaiRoi_3_2_400_2,Vậy đây chính là nguyên nhân gây ra náo loạn à.
Main_LahaiRoi_3_2_5_4,Thế hóa ra là thật à? Các cậu thực sự làm ra món ăn vừa khó ăn vừa giúp chạy liên tục ba ngày liền. Tôi cứ tưởng đó chỉ là trò đùa thôi.
Main_LahaiRoi_3_2_5_6,"{PlayerName}, cậu... cũng không thích nó à?"
Main_LahaiRoi_3_2_5_7,Đây là đỉnh cao của khoa học.
Main_LahaiRoi_3_2_5_5,Đây là một đột phá khoa học sử dụng công nghệ nén năng lượng. Đây là một trong những thành tựu tiêu biểu nhất của Collective.
Main_LahaiRoi_3_2_5_8,"Nếu đây là hương vị của tiến bộ, tôi muốn quay lại."
Main_LahaiRoi_3_2_5_9,Ừ! Tớ biết cậu sẽ hiểu mà.
Main_LahaiRoi_3_2_5_11,"Theo góc độ khoa học, đây là một thành tựu vĩ đại hơn nhiều so với vị giác."
Main_LahaiRoi_3_2_5_12,Tôi... hiểu rồi...
Main_LahaiRoi_3_2_5_13,Tôi sẽ... nâng mức ưu tiên tối ưu hóa hương vị cho lần lặp tiếp theo.
Main_LahaiRoi_3_2_5_14,"Giờ thì, tôi muốn xem xét lại vụ việc liên quan đến Máy dò Hyvatia."
Main_LahaiRoi_3_2_5_10,"Trên thực tế, hiệu suất nén năng lượng của nó vượt quá 95%. Con số này không chỉ vượt qua các tiêu chuẩn của cả Liên bang Mới lẫn Học viện Huaxu, mà còn gần chạm tới giới hạn lý thuyết."
Main_LahaiRoi_3_2_5_16,(Kể lại cách bạn đã kiểm soát sự cố Hyvatia.)
Main_LahaiRoi_3_2_5_15,"Lynae, {PlayerName}, cậu có thể giải thích chính xác làm thế nào cậu đã khống chế được nó không?"
Main_LahaiRoi_3_2_5_19,Có gì mà tôi bỏ lỡ không?
Main_LahaiRoi_3_2_5_18,"Tóm lại, cách bạn vô hiệu hóa Hyvatia bao gồm những nhát chém bằng lưỡi kiếm, liên tiếp bắn bằng đạn tẩm độc, cùng với sức mạnh vật lý—giẫm đạp, ra đòn—cho đến khi nó hoàn toàn tê liệt và bất động."
Main_LahaiRoi_3_2_5_21,...Cậu muốn bắt chúng tôi trả giá cho chuyện đó à?
Main_LahaiRoi_3_2_5_22,"Ý tôi là, mọi chuyện diễn ra nhanh quá! Chúng ta không còn cách nào khác để ngăn chặn nó!"
Main_LahaiRoi_3_2_5_23,"Ngoài ra, chúng mình chỉ là học sinh thôi! Dù có muốn thì cũng không đủ tiền mà..."
Main_LahaiRoi_3_2_5_24,Không. Cậu hiểu nhầm rồi.
Main_LahaiRoi_3_2_5_25,"Các cơ chế sát thương khác nhau gây ra những hỏng hóc riêng biệt, đòi hỏi phương pháp sửa chữa tương ứng."
Main_LahaiRoi_3_2_5_20,"Ờ... Giáo sư Mornye, cậu không đến đây để..."
Main_LahaiRoi_3_2_5_27,"Trong buổi <te href=700016>Lễ Mặt Trời Mới</te>, <te href=700013>Hyvatia Detector</te> đóng vai trò thiết yếu trong việc giám sát các thông số môi trường. Tôi đã chuyển báo cáo của bạn cho Giáo sư Anslem rồi. Ông ấy chắc sẽ hoàn thành việc sửa chữa sớm thôi."
Main_LahaiRoi_3_2_5_26,"Sát thương từ một số kỹ năng Cộng hưởng đặc biệt rất khó phát hiện qua chẩn đoán tiêu chuẩn nếu không có dữ liệu trước đó. Vậy nên, hai cậu đã làm tốt khi trấn áp nó bằng phương pháp vật lý."
Main_LahaiRoi_3_2_5_28,"Tại buổi họp sắp tới với <te href=700015>Roya</te>, Tập thể Spacetrek sẽ cần trình bày một kế hoạch phục hồi hoàn chỉnh để duy trì mối quan hệ đối tác của chúng ta."
Main_LahaiRoi_3_2_5_29,"Có bên thứ ba tham gia vào ""Lễ Mặt Trời Mới"" này sao?"
Main_LahaiRoi_3_2_5_30,"Vâng, dù đây là một câu chuyện dài. Tôi nên bắt đầu từ đâu nhỉ..."
Main_LahaiRoi_3_2_5_32,Pfft... Ngay cả Giáo sư Mornye cũng không thoát khỏi cơn thịnh nộ của TARD-E à?
Main_LahaiRoi_3_2_5_31,"ĐANG QUÉT PHẠM NHÂN! PHÁT HIỆN VI PHẠM: Thiết bị công suất cao trái phép trong ký túc xá. Một kẻ vi phạm đã tấn công đơn vị này. Nếu phát hiện, hãy báo cáo ngay lập tức!"
Main_LahaiRoi_3_2_5_34,"Ba, hai, một—"
Main_LahaiRoi_3_2_5_33,"Đừng lo, để tôi lo.
Tôi sẽ thu hút sự chú ý của nó, còn hai người hãy tiến lên."
Main_LahaiRoi_3_2_5_36,Ừm.
Main_LahaiRoi_3_2_5_35,Đó là tín hiệu của chúng ta.
Main_LahaiRoi_3_2_52_2,Dường như nó đang chủ động hấp thụ Vật Chất Hư Không xung quanh để duy trì sự ổn định của Drive.
Main_LahaiRoi_3_2_52_3,Tiếp xúc với móng vuốt của nó cực kỳ nguy hiểm. Hãy cẩn thận.
Main_LahaiRoi_3_2_53_1,Đang tiếp cận vị trí mục tiêu. Chuẩn bị nhận dữ liệu.
Main_LahaiRoi_3_2_5_37,"Sau khi bạn thử những mẫu thức ăn từ Viện Nghiên cứu mà Mornye mang đến, cô ấy hỏi về trận chiến của bạn với Hyvatia. Theo lời kể của cô, bạn biết được rằng Lễ Hội Mặt Trời Mới sắp đến và Hyvatia đóng vai trò then chốt trong đó. Ngay khi cô chuẩn bị giải thích thêm, một đơn vị TARD-E đã làm gián đoạn."
Main_LahaiRoi_3_2_52_1,"Đúng như dự đoán, Bộ truyền động Reactor bị bảo vệ bởi những Exoswarm hung hãn, hoạt động như hệ miễn dịch vậy."
Main_LahaiRoi_3_2_53_2,Nồng độ Vật Chất Hư Không đang tăng lên. Phát hiện biểu hiện bất thường ở Bộ Điều Khiển Lò Phản Ứng! Di tản ngay lập tức!
Main_LahaiRoi_3_2_53_7,Vậy...
Main_LahaiRoi_3_2_53_3,"Lặp lại, sơ tán ngay lập tức!"
Main_LahaiRoi_3_2_53_6,Chúng ta đã... đi được đến đây rồi.
Main_LahaiRoi_3_2_53_8,Thật tiếc... Tôi vẫn chưa muốn nói lời tạm biệt.
Main_LahaiRoi_3_2_53_9,Dữ liệu đã nhận. Đang phân tích...
Main_LahaiRoi_3_2_53_11,Ta sẽ tự mình bước đi bước cuối cùng!
Main_LahaiRoi_3_2_54_2,Có.
Main_LahaiRoi_3_2_54_3,"Đôi khi, chỉ khi nói lời tạm biệt, ta mới có thể tiến bước và thay đổi."
Main_LahaiRoi_3_2_53_10,"Giáo sư Mornye, thầy có ở đó không? Nếu thầy nghe thấy tin này, xin hãy trả lời!"
Main_LahaiRoi_3_2_54_4,Dù cuối cùng tôi có ra đi...
Main_LahaiRoi_3_2_54_1,Bạn sắp rời Lahai-Roi à?
Main_LahaiRoi_3_2_54_5,Lahai-Roi vẫn sẽ tiếp tục tiến về phía trước bằng chính đôi chân của mình.
Main_LahaiRoi_3_2_54_6,Có phải vậy không?
Main_LahaiRoi_3_2_54_8,Người hướng dẫn...
Main_LahaiRoi_3_2_54_10,Tuyệt vời thật.
Main_LahaiRoi_3_2_54_7,Lần này... tôi đã liên lạc được với cậu chưa...?
Main_LahaiRoi_3_2_54_9,Báo cáo: Phân tích dữ liệu hoàn tất. Helios đã hoạt động trở lại!
Main_LahaiRoi_3_2_54_11,Mặt trời.
Main_LahaiRoi_3_2_54_12,Thật đẹp.
Main_LahaiRoi_3_2_55_2,"{PlayerName}, lại đây nào!"
Main_LahaiRoi_3_2_55_4,Chúc mừng!
Main_LahaiRoi_3_2_55_5,Thưởng thức hương vị ngọt ngào của tự do!
Main_LahaiRoi_3_2_55_7,Hả?!
Main_LahaiRoi_3_2_55_3,"Đầu tiên, tin tốt đây! Họ đã gạch tên tôi khỏi danh sách ""theo dõi sức khỏe tâm thần"" rồi. Cuối cùng thì tôi cũng TỰ DO!"
Main_LahaiRoi_3_2_55_6,"Và... tin xấu đây. Vì tôi có làm giả một vài thứ trong quá trình điều tra, họ bảo tôi đã vi phạm quy định."
Main_LahaiRoi_3_2_55_8,"Nhưng vì tôi làm vậy để đảm bảo kẻ xấu không thoát tội, và thực tế là tôi đã giúp đỡ—"
Main_LahaiRoi_3_2_55_9,Vậy là Học viện đã có được bằng chứng xác thực rồi sao?
Main_LahaiRoi_3_2_55_10,"Chà, một khi đã xác định được nghi phạm, mọi chuyện sẽ dễ dàng thôi. Hơn nữa, có một giáo viên sở hữu Forte có thể moi được sự thật từ bất kỳ ai."
Main_LahaiRoi_3_2_55_13,Nhưng tôi cũng phải cảm ơn Giáo sư Mornye vì đã gửi email chính thức giải thích mọi chuyện. Đó là lý do duy nhất khiến họ tin tôi.
Main_LahaiRoi_3_2_55_16,Cô ấy sẽ ổn thôi.
Main_LahaiRoi_3_2_55_14,Có lẽ giờ sẽ khó mà trốn tiết của cô ấy được rồi.
Main_LahaiRoi_3_2_55_15,Tiến sĩ Herssen nói cô ấy đã bị Overclock quá lâu... Tôi lo quá.
Main_LahaiRoi_3_2_55_18,"Ừ, cậu nói đúng!"
Main_LahaiRoi_3_2_55_17,Bạn nên lo lắng hơn về việc qua được môn của cô ấy đấy.
Main_LahaiRoi_3_2_55_19,"Hãy đến thăm cô ấy đi. Tôi cá là biết chúng ta đang nghĩ đến mình, cô ấy sẽ hồi phục nhanh hơn thôi!"
Main_LahaiRoi_3_2_55_20,"Xin chào. Cho tôi hỏi, bạn có phải là {PlayerName} không?"
Main_LahaiRoi_3_2_55_22,"Phán quyết cuối cùng là tôi vẫn phải nằm trong danh sách ""theo dõi sức khỏe tâm thần"" thêm một thời gian nữa."
Main_LahaiRoi_3_2_55_23,"Lễ Hội Mặt Trời Mới đã thành công. Khi trở lại Học viện, bạn gặp Lynae và biết tin Mornye, người đã ngất đi vì Quá tải bên trong Lò phản ứng, đã tỉnh lại."
Main_LahaiRoi_3_2_57_1,"Xin chờ một chút, đừng vào vội—"
Main_LahaiRoi_3_2_55_21,Tôi đến đây để thông báo rằng Giáo sư Mornye vừa tỉnh dậy.
Main_LahaiRoi_3_2_57_2,Ờ... Á!
Main_LahaiRoi_3_2_57_4,"Tôi từng trải qua phục hồi chức năng rồi, và cũng đã lâu rồi chuyện này không xảy ra. Đừng lo, tôi có thể tự lo liệu được chừng này. Ừ..."
Main_LahaiRoi_3_2_57_6,Tiến sĩ Herssen nói cậu đang trong tình trạng rất tệ. Thật mừng khi thấy cậu đã hồi phục đôi chút.
Main_LahaiRoi_3_2_57_3,Xin lỗi... cơ thể tôi... vẫn chưa thể cử động như bình thường được.
Main_LahaiRoi_3_2_57_5,"Giáo sư Mornye, giờ ông cảm thấy thế nào rồi?"
Main_LahaiRoi_3_2_57_7,"Thành thật mà nói, lúc đó tôi không nghĩ mình sẽ sống sót."
Main_LahaiRoi_3_2_57_8,"Nhưng... nhưng khi tôi lúc tỉnh lúc mê, tôi cứ ngỡ đã thấy một cô gái đeo chiếc nhẫn ánh sáng xanh dương."
Main_LahaiRoi_3_2_57_9,Một chiếc vòng màu xanh nhạt?
